Yoshingiz,Ta'lim darajangiz,Jinsingiz,lottereya,Hozirda qaysi shahrda va davlatda yashayapsiz?,Davlatni parlament va saylovlar bilan hisoblashmaydigan kuchli davlat rahbari boshqaradigan tuzumga qanday qaraysiz?,"Hukumat emas, ekspertlar guruhi  davlatni boshqaradigan davlat tuzumiga qanday qaraysiz?",Harbiylar (ya'ni armiya) davlatni boshqaradigan davlat tuzumiga qanday qaraysiz?,Erkin va ochiq saylovlar orqali hukumat tepasiga keladigan rahbarlar boshqaradigan davlat tuzumiga qanday qaraysiz?,"Siyosiy partiylar bo'lmagan, Islomiy shariat asosida boshqariladigan davlat tuzumiga qanday qaraysiz?",Bitta partiya bilan boshqariladigan kommunist tuzumiga qanday qaraysiz?,"Rahbarlar emas, oddiy xalq muhim masalalarni ovoz berish yo'li bilan hal qiladigan davlat tuzumiga qanday qaraysiz?",Quyidagilardan qaysilarini demokratiyaning muhim xususiyatlari deb hisoblaysiz? Bir nechta variantni belgilang,Quyidagilardan qaysilarini demokratiyaning muhim xususiyati deb hisoblaysiz? Bir nechta variantni belgilang,Quyidagilardan qaysilarini demokratiyaning muhim xususiyati deb hisoblaysiz? Bir nechta variantni belgilang,5 yil oldingi O'zbekistonni qanchalik demokratik davlat deb hisoblaysiz?,Hozirgi O'zbekistonni qanchalik demokratik davlat deb hisoblaysiz?,Demokratik davlatda yashash Siz uchun qanchalik muhim?,"""O'zbekiston demokratik davlat bo'lishi kerak"". Bu fikrni qanchalik qo'llab-quvvatlaysiz?","""Davlat boshqaruvida Islom dini muhim ahamiyat kasb etishi kerak"". Bu fikrga qanday qaraysiz?"
46,2,Erkak,0,0,3,8,4,10,10,1,10,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Diniy ulamolar qonunlar qabul qilishadi va sharxlashadi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat Ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquqlari ularni davlat zulmidan saqlay olishi kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi;Davlat barcha fuqarolarni ish bilan ta'minlaydi",2,5,,Bu savolga neytral qarayman,10
34,2,Erkak,0,0,2,4,1,10,5,1,8,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat Ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquqlari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,5,6,8,Qo'llab-quvvatlayman,5
34,2,Erkak,0,0,5,5,5,5,5,5,5,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquqlari ularni davlat zulmidan saqlay olishi kerak,"Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan",5,5,5,Bu savolga neytral qarayman,5
45,3,Ayol,0,0,1,1,1,10,1,1,6,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi,Fuqarolarning huquqlari ularni davlat zulmidan saqlay olishi kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi,2,4,10,To'la qo'llab-quvvatlayman,5
51,3,Erkak,1,1,1,5,1,10,1,1,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat Ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquqlari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi;Davlat barcha fuqarolarni ish bilan ta'minlaydi",2,4,10,To'la qo'llab-quvvatlayman,5
23,2,Erkak,0,0,2,6,3,10,10,8,1,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat Ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Davlat odamlar daromadlarini teng qilib qo'yishi kerak;Fuqarolarning huquqlari ularni davlat zulmidan saqlay olishi kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,4,1,1,Umuman qo'shilmayman,10
24,3,Erkak,1,1,1,5,1,10,3,1,10,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat Ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquqlari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi",1,5,10,To'la qo'llab-quvvatlayman,4
25,3,Erkak,1,1,1,10,1,10,5,1,6,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquqlari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi",3,5,10,To'la qo'llab-quvvatlayman,5
24,3,Erkak,1,1,8,7,4,10,8,5,1,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat Ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquqlari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi",4,5,10,To'la qo'llab-quvvatlayman,10
52,3,Erkak,1,1,5,7,3,7,7,4,9,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi,Fuqarolarning huquqlari ularni davlat zulmidan saqlay olishi kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,5,7,8,Qo'llab-quvvatlayman,8
25,2,Erkak,0,0,,1,1,10,1,1,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat Ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquqlari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,4,7,10,To'la qo'llab-quvvatlayman,1
26,1,Ayol,1,1,1,2,1,4,3,1,3,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquqlari ularni davlat zulmidan saqlay olishi kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi,4,7,10,To'la qo'llab-quvvatlayman,8
27,1,Ayol,1,1,1,2,1,4,3,1,3,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquqlari ularni davlat zulmidan saqlay olishi kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi,4,7,10,To'la qo'llab-quvvatlayman,8
25,1,Erkak,0,0,1,7,1,10,10,2,10,Diniy ulamolar qonunlar qabul qilishadi va sharxlashadi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi,Fuqarolarning huquqlari ularni davlat zulmidan saqlay olishi kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi;Davlat barcha fuqarolarni ish bilan ta'minlaydi,4,2,8,Bu savolga neytral qarayman,10
24,3,Ayol,0,0,2,3,1,10,1,1,10,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquqlari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,4,8,10,To'la qo'llab-quvvatlayman,1
23,3,Erkak,0,0,1,10,1,10,6,4,7,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquqlari ularni davlat zulmidan saqlay olishi kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,5,8,10,To'la qo'llab-quvvatlayman,5
27,2,Ayol,0,0,1,5,4,10,8,3,8,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquqlari ularni davlat zulmidan saqlay olishi kerak;Davlat boshqaruvni uddalay olmaganda harbiylar boshqaruvni o'z qo'liga olishlari kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,3,5,10,To'la qo'llab-quvvatlayman,10
28,3,Erkak,1,1,1,4,1,10,5,1,4,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquqlari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,2,5,10,Qo'llab-quvvatlayman,3
26,1,Erkak,0,0,,,,10,4,6,10,,,,,,,,10
28,3,Erkak,1,1,1,10,3,10,10,1,5,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat Ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquqlari ularni davlat zulmidan saqlay olishi kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,3,5,10,Qo'llab-quvvatlayman,10
44,3,Ayol,0,0,1,5,1,9,3,1,9,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquqlari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi",3,4,9,To'la qo'llab-quvvatlayman,5
47,2,Erkak,1,1,1,10,1,10,3,5,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat Ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquqlari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi",2,4,10,Qo'llab-quvvatlayman,4
46,3,Erkak,1,1,1,10,1,10,8,1,10,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Diniy ulamolar qonunlar qabul qilishadi va sharxlashadi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat Ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquqlari ularni davlat zulmidan saqlay olishi kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,1,2,10,To'la qo'llab-quvvatlayman,8
34,3,Erkak,0,0,1,6,1,10,1,1,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquqlari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,1,5,10,Qo'llab-quvvatlayman,1
34,2,Erkak,0,0,1,2,1,10,2,2,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,5,5,10,To'la qo'llab-quvvatlayman,4
45,3,Ayol,0,0,1,5,1,10,1,5,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi;Davlat barcha fuqarolarni ish bilan ta'minlaydi",8,6,10,To'la qo'llab-quvvatlayman,6
51,2,Erkak,0,0,7,5,5,7,10,7,7,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,7,7,6,Qo'llab-quvvatlayman,10
23,2,Erkak,0,0,1,6,1,4,7,2,10,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Odamlar fikrlarini erkin ifoda eta olishadi,1,3,10,To'la qo'llab-quvvatlayman,7
24,2,Erkak,1,1,1,10,1,10,9,1,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,1,8,9,Qo'llab-quvvatlayman,10
25,2,Erkak,0,0,3,5,1,9,2,1,6,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,5,6,10,To'la qo'llab-quvvatlayman,6
24,3,Ayol,1,1,1,2,1,9,10,1,5,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Diniy ulamolar qonunlar qabul qilishadi va sharxlashadi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,3,4,10,To'la qo'llab-quvvatlayman,10
52,3,Ayol,1,1,1,2,1,9,10,1,5,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Diniy ulamolar qonunlar qabul qilishadi va sharxlashadi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,3,4,10,To'la qo'llab-quvvatlayman,10
25,3,Erkak,1,1,3,4,3,9,5,2,5,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Odamlar fikrlarini erkin ifoda eta olishadi,4,8,10,To'la qo'llab-quvvatlayman,8
26,2,Erkak,0,0,5,5,1,8,2,1,9,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,1,5,10,To'la qo'llab-quvvatlayman,3
27,2,Ayol,0,0,4,10,1,6,4,4,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi,3,6,8,To'la qo'llab-quvvatlayman,3
25,2,Erkak,0,0,10,10,5,10,10,4,10,Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,Odamlar fikrlarini erkin ifoda eta olishadi,1,7,10,Qo'llab-quvvatlayman,10
24,2,Erkak,0,0,2,10,1,10,10,1,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,6,5,10,Qo'llab-quvvatlayman,10
23,2,Ayol,0,0,5,5,1,10,10,1,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,4,8,10,To'la qo'llab-quvvatlayman,10
27,3,Erkak,0,0,1,1,1,10,1,1,7,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,3,3,10,To'la qo'llab-quvvatlayman,1
28,2,Erkak,1,1,3,2,3,3,9,2,8,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,Odamlar fikrlarini erkin ifoda eta olishadi,4,6,7,To'la qo'llab-quvvatlayman,3
26,2,Erkak,0,0,4,1,1,9,10,2,8,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,Odamlar fikrlarini erkin ifoda eta olishadi;Davlat barcha fuqarolarni ish bilan ta'minlaydi,3,4,9,To'la qo'llab-quvvatlayman,10
28,2,Erkak,0,0,4,8,6,10,7,2,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,5,7,10,To'la qo'llab-quvvatlayman,7
44,3,Ayol,0,0,1,1,1,10,1,1,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi",2,4,9,Qo'llab-quvvatlayman,4
47,2,Erkak,0,0,7,3,2,10,10,2,10,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Davlat odamlar daromadlarini teng qilib qo'yishi kerak;Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi",4,2,10,To'la qo'llab-quvvatlayman,10
46,3,Erkak,1,1,1,4,1,10,1,1,7,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,3,5,10,To'la qo'llab-quvvatlayman,1
34,2,Erkak,0,0,1,8,1,10,7,1,7,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,3,4,10,To'la qo'llab-quvvatlayman,10
34,3,Erkak,0,0,2,2,2,9,1,1,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,2,5,9,To'la qo'llab-quvvatlayman,2
45,3,Erkak,0,0,1,6,1,10,1,1,10,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,4,7,10,Qo'llab-quvvatlayman,3
51,2,Erkak,0,0,1,9,1,10,9,1,10,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi",4,4,10,To'la qo'llab-quvvatlayman,9
23,2,Erkak,0,0,1,10,2,7,5,1,4,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,6,5,10,To'la qo'llab-quvvatlayman,10
24,2,Erkak,0,0,5,3,2,10,6,3,8,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi,Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,"Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi",6,8,8,To'la qo'llab-quvvatlayman,6
25,2,Erkak,1,1,1,10,1,10,7,1,10,Diniy ulamolar qonunlar qabul qilishadi va sharxlashadi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,Odamlar fikrlarini erkin ifoda eta olishadi;Davlat barcha fuqarolarni ish bilan ta'minlaydi,3,3,10,To'la qo'llab-quvvatlayman,10
